name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_100_,168,100,10,3.471340656,7.070000095,7.081833428,0.167373878,2,4.327033997
Instance_168_100_,168,100,50,13.6715939,6.463000009,6.463000009,0,2,15.60853767
Instance_168_100_,168,100,100,29.77079201,6.6976,6.69815,0.008211897,2,34.00788403
Instance_168_100_,168,100,150,47.41775298,6.85182223,6.852406008,0.008520043,2,54.08641076
Instance_168_100_,168,100,200,61.95031118,6.8329,6.833550007,0.0095129,2,77.58573008
Instance_270_100_,270,100,10,4.760958195,8.255000064,8.281874415,0.325552408,2,5.688764334
Instance_270_100_,270,100,50,22.10275602,8.6855,8.6895,0.046053768,2,25.06120396
Instance_270_100_,270,100,100,40.99692917,8.208650004,8.208950004,0.003654681,2,46.69050002
Instance_270_100_,270,100,150,68.90807199,8.375244449,8.376405895,0.013867597,2,84.37730575
Instance_270_100_,270,100,200,77.98324609,8.15665,8.157200002,0.006742989,2,90.15972686
Instance_500_100_,500,100,10,6.288091898,10.0945,10.12633884,0.315407811,2,7.62066102
Instance_500_100_,500,100,50,30.71830511,10.101,10.10100001,7.33187E-08,2,32.59359813
Instance_500_100_,500,100,100,71.69847298,10.40835,10.40835,7.89288E-09,2,76.9365921
Instance_500_100_,500,100,150,113.1538968,10.12661111,10.12694109,0.003258548,2,119.9929411
Instance_500_100_,500,100,200,140.456594,10.29585,10.29905,0.031080484,2,149.2151248
Instance_900_100_,900,100,10,8.846721649,12.79,12.82278192,0.25630901,2,10.43478918
Instance_900_100_,900,100,50,61.74114418,12.4165,12.41750001,0.008053891,2,64.37895608
Instance_900_100_,900,100,100,137.4995649,12.18375,12.18475001,0.008207737,2,142.3095829
Instance_900_100_,900,100,150,275.00896,12.71902222,12.72013572,0.008754573,2,289.0347683
Instance_900_100_,900,100,200,336.5662122,12.4005,12.4017,0.009677048,2,347.5979738
Instance_1500_100_,1500,100,10,7.52701807,12.887,12.90827906,0.165120353,2,8.910593033
Instance_1500_100_,1500,100,50,81.87832284,13.6875,13.6875,6.03885E-09,2,84.84023714
Instance_1500_100_,1500,100,100,375.5707541,14.6753,14.6761,0.005451364,2,381.481113
Instance_1500_100_,1500,100,150,605.609148,14.66288889,14.66433867,0.009887425,2,614.6643002
Instance_1500_100_,1500,100,200,1249.000921,14.7578,14.75925,0.009825313,2,1276.196793
