name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_50_,168,50,10,2.592821121,6.485,6.505993908,0.323730276,2,3.123209
Instance_168_50_,168,50,50,11.07515597,6.441,6.442,0.01552554,2,11.85662699
Instance_168_50_,168,50,100,23.40893197,6.4167,6.41755,0.013246684,2,24.75345302
Instance_168_50_,168,50,150,33.38224912,6.375988893,6.376641643,0.010237629,2,41.30833316
Instance_168_50_,168,50,200,42.13493085,6.3773,6.3786,0.020384802,2,47.43832421
Instance_270_50_,270,50,10,3.360717058,8.05,8.098302671,0.600033185,2,3.946022034
Instance_270_50_,270,50,50,11.8109622,7.381,7.383,0.027096599,2,13.26525712
Instance_270_50_,270,50,100,30.2289722,7.83305,7.833500011,0.005745026,2,33.11638379
Instance_270_50_,270,50,150,45.57406592,7.80876667,7.810097141,0.017038168,2,50.45372295
Instance_270_50_,270,50,200,53.31525087,7.504750002,7.504900002,0.001998734,2,64.36053181
Instance_500_50_,500,50,10,4.300189018,9.2465,9.263768227,0.186754203,2,7.584102869
Instance_500_50_,500,50,50,22.41985321,9.547000009,9.558500009,0.120456688,2,28.69308805
Instance_500_50_,500,50,100,49.82421184,9.9521,9.952850002,0.00753612,2,57.37951493
Instance_500_50_,500,50,150,80.43467307,9.7781,9.779035621,0.009568537,2,103.0229261
Instance_500_50_,500,50,200,114.265506,9.883800001,9.885850001,0.020741011,2,144.452884
Instance_900_50_,900,50,10,8.267530918,12.535,12.535,0,2,9.122143984
Instance_900_50_,900,50,50,66.52572179,12.286,12.2895,0.02848771,2,69.66368818
Instance_900_50_,900,50,100,129.8015471,12.29315,12.29405,0.007321191,2,136.5419309
Instance_900_50_,900,50,150,257.9310732,11.83602222,11.83714636,0.009497579,2,268.542779
Instance_900_50_,900,50,200,410.221127,11.98955,11.9905,0.007923567,2,416.2309248
Instance_1500_50_,1500,50,10,8.434416056,12.78400001,12.80311491,0.149522068,2,9.825402975
Instance_1500_50_,1500,50,50,88.39832592,13.709,13.782,0.5324969,2,123.7694211
Instance_1500_50_,1500,50,100,336.5688732,13.82855,13.82960001,0.007593029,2,339.846374
Instance_1500_50_,1500,50,150,638.7783422,14.07907778,14.08032149,0.008833744,2,644.8538311
Instance_1500_50_,1500,50,200,650.3892119,14.10635,14.10724284,0.00632932,2,657.225801
